time	voltage
0.000000000000000e+00	0.000000e+00
4.484860991526929e-03	-2.390268e-07
8.969721983053857e-03	-3.004561e-07
1.345458297458079e-02	-1.842878e-07
1.793944396610771e-02	1.094779e-07
2.242430495763464e-02	5.808412e-07
2.690916594916157e-02	1.229802e-06
3.139402694068849e-02	2.056360e-06
3.474224122640278e-02	-3.914626e-05
3.809045551211707e-02	-4.351078e-05
4.143866979783135e-02	-1.103720e-05
4.478688408354564e-02	5.827449e-05
4.813509836925993e-02	1.644243e-04
5.148331265497421e-02	3.074122e-04
5.483152694068849e-02	4.872382e-04
5.873777694068849e-02	1.167476e-03
6.069090194068849e-02	1.790881e-03
6.264402694068849e-02	2.723634e-03
6.459715194068849e-02	4.095793e-03
6.655027694068849e-02	6.070226e-03
6.850340194068849e-02	8.833945e-03
7.045652694068849e-02	1.257837e-02
7.240965194068849e-02	1.747015e-02
7.436277694068849e-02	2.362275e-02
7.631590194068849e-02	3.107828e-02
7.826902694068849e-02	3.980744e-02
8.022215194068849e-02	4.972398e-02
8.217527694068849e-02	6.070635e-02
8.412840194068849e-02	7.261863e-02
8.608152694068849e-02	8.532527e-02
8.998777694068849e-02	1.126315e-01
9.584715194068849e-02	1.568485e-01
9.975340194068849e-02	1.881511e-01
1.036596519406885e-01	2.194805e-01
1.075659019406885e-01	2.508369e-01
1.114721519406885e-01	2.822201e-01
1.153784019406885e-01	3.136303e-01
1.192846519406885e-01	3.450673e-01
1.231909019406885e-01	3.765312e-01
1.323984912264028e-01	4.490634e-01
1.416060805121171e-01	5.170430e-01
1.508136697978314e-01	5.804701e-01
1.600212590835456e-01	6.393445e-01
1.692288483692599e-01	6.936664e-01
1.784364376549742e-01	7.434358e-01
1.876440269406885e-01	7.886525e-01
2.085703662264028e-01	8.677166e-01
2.294967055121171e-01	9.150269e-01
2.504230447978314e-01	9.305833e-01
2.713493840835456e-01	9.143860e-01
2.922757233692599e-01	8.664348e-01
3.132020626549742e-01	7.867299e-01
3.341284019406885e-01	6.752711e-01
3.413828662264028e-01	6.303401e-01
3.486373305121171e-01	5.830752e-01
3.558917947978313e-01	5.334763e-01
3.631462590835456e-01	4.815435e-01
3.704007233692599e-01	4.272767e-01
3.776551876549742e-01	3.706759e-01
3.849096519406885e-01	3.117412e-01
3.879788483692599e-01	2.866120e-01
3.910480447978313e-01	2.616615e-01
3.941172412264028e-01	2.368894e-01
3.971864376549742e-01	2.122959e-01
4.002556340835456e-01	1.878809e-01
4.033248305121171e-01	1.636445e-01
4.063940269406885e-01	1.395866e-01
4.103002769406885e-01	1.105474e-01
4.142065269406885e-01	8.340877e-02
4.161596519406885e-01	7.081148e-02
4.181127769406885e-01	5.902791e-02
4.200659019406885e-01	4.819408e-02
4.220190269406885e-01	3.844494e-02
4.239721519406885e-01	2.989820e-02
4.259252769406885e-01	2.263337e-02
4.278784019406885e-01	1.667038e-02
4.298315269406885e-01	1.195624e-02
4.317846519406885e-01	8.368105e-03
