time	voltage
0.000000000000000e+00	0.000000e+00
1.136646705812642e-03	4.727325e-05
2.273293411625284e-03	2.857068e-04
3.409940117437926e-03	7.153007e-04
4.546586823250568e-03	1.336055e-03
5.683233529063209e-03	2.147969e-03
6.819880234875852e-03	3.151044e-03
7.956526940688491e-03	4.345279e-03
9.909651940688491e-03	7.358272e-03
1.186277694068849e-02	1.161061e-02
1.381590194068849e-02	1.732897e-02
1.576902694068849e-02	2.466525e-02
1.772215194068849e-02	3.366847e-02
1.967527694068849e-02	4.428674e-02
2.162840194068849e-02	5.639359e-02
2.358152694068849e-02	6.982243e-02
2.748777694068849e-02	9.994599e-02
3.139402694068849e-02	1.333908e-01
3.725340194068849e-02	1.877449e-01
4.199670551211707e-02	2.349646e-01
4.674000908354563e-02	2.826178e-01
5.148331265497421e-02	3.307044e-01
5.622661622640278e-02	3.792244e-01
6.096991979783135e-02	4.281777e-01
6.571322336925993e-02	4.775645e-01
7.045652694068849e-02	5.273846e-01
8.217527694068849e-02	6.497660e-01
9.389402694068849e-02	7.663248e-01
1.056127769406885e-01	8.770610e-01
1.173315269406885e-01	9.819747e-01
1.290502769406885e-01	1.081066e+00
1.407690269406885e-01	1.174334e+00
1.524877769406885e-01	1.261780e+00
1.817846519406885e-01	1.439618e+00
2.110815269406885e-01	1.554709e+00
2.403784019406885e-01	1.607056e+00
2.696752769406885e-01	1.596656e+00
2.989721519406885e-01	1.523511e+00
3.282690269406885e-01	1.387621e+00
3.575659019406885e-01	1.188985e+00
3.684475983692599e-01	1.101920e+00
3.793292947978313e-01	1.010302e+00
3.902109912264028e-01	9.141301e-01
4.010926876549742e-01	8.134046e-01
4.119743840835456e-01	7.081256e-01
4.228560805121171e-01	5.982929e-01
4.337377769406885e-01	4.839066e-01
4.379230447978313e-01	4.398957e-01
4.421083126549742e-01	3.963207e-01
4.462935805121171e-01	3.531817e-01
4.504788483692599e-01	3.104787e-01
4.546641162264028e-01	2.682117e-01
